# Real-data training matrix for KCL CREATE.
#
# One row = one Slurm array task = one (dataset, policy, cameras) training run.
# Submit with `bash hpc/submit_real.sh` on a CREATE login node; it filters these
# rows, checks each dataset is staged, snapshots what it submits, and groups the
# rows by wall time so a short cell does not queue behind a long reservation.
#
# Columns, whitespace-separated. `-` means "use the driver's default for this
# policy" (test/system/long_vla_real.sh). `extra` is the LAST column and may
# contain spaces: it is passed to lerobot-train verbatim, so any flag the driver
# does not name is still reachable from here.
#
#   dataset : directory name staged under $HF_LEROBOT_HOME/local/
#   policy  : act | diffusion | pi05 | fastwam, or one of the ports and models
#             this repo defines: so101_act | so101_diffusion | so101_pi05 |
#             so101_flowmatch | so101_dreamzero. A port takes its twin's
#             defaults, so `so101_act` and `act` differ only in whose code runs.
#   cameras : `all`, or a comma list of camera names with NO spaces. `all` is
#             the dataset's own cameras and never a composite; a COMPOSITE
#             (tactile_quad, which tiles the four fingertip cameras 2x2 into
#             one image feature) has to be named, because spending one view on
#             four cameras is a choice about what the policy sees.
#   steps   : optimiser steps          (default: act 80000, diffusion 100000, pi05 30000)
#   batch   : batch size               (default: act 8, diffusion 32, pi05 8)
#             pi05 MUST be 4 on a 40 GB A100: batch 8 OOMs at 39.22 GiB
#             (MEASURED). LoRA shrinks optimiser state, not the activations
#             of a 4.1B model reading three cameras; batch 4 sits at 34 GB.
#   hours   : Slurm wall time, hours   (rows sharing a value share one array)
#   slots   : pi0.5 only: which pretrained image slot each camera is fed into,
#             as camera=slot pairs with no spaces
#             (central=base,left_arm_left_gripper=left_wrist; slots are base,
#             left_wrist, right_wrist). `-` derives it: a camera whose
#             viewpoint pi0.5 knows takes that slot by name, and one it does
#             not -- every tactile camera -- takes the next free slot in order.
#             pi0.5 has THREE slots, so a pi05 row naming more cameras than
#             that is refused rather than quietly trained on fewer.
#   extra   : raw lerobot-train flags, or `-`
#
# The job builds a camera VIEW of the dataset for each distinct `cameras` value
# -- same episodes and actions, only the visible cameras differ -- and trains on
# that, so a row's run directory is named <dataset>__<camera slug>. Views cost a
# few MB each: they share the source's video files by symlink.
#
# Left out on purpose: short_fold (1 episode) and cube-dual-pnp (2 episodes) are
# smoke-sized, not training-sized -- use them with test/system/smoke_vla_real.sh.
#
# dataset            policy     cameras                          steps   batch  hours  extra
#
fold-short-from-flattend-tactile act       central                          80000   8      36     -       -
fold-short-from-flattend-tactile act       left_arm_left_gripper,left_arm_right_gripper,right_arm_left_gripper,right_arm_right_gripper 80000 8 36 - -
fold-short-from-flattend-tactile diffusion all                              100000  32     36     -       -
fold-short-from-flattend-tactile diffusion central                          100000  32     36     -       -
fold-short-from-flattend-tactile diffusion left_arm_left_gripper,left_arm_right_gripper,right_arm_left_gripper,right_arm_right_gripper 100000 32 36 - -
fold-short-from-flattend-tactile pi05      central,left_arm_left_gripper,right_arm_left_gripper 30000 4 36 - -
fold-short-from-flattend-tactile pi05      central                          30000   4      36     -       -
fold-short-from-flattend-tactile pi05      left_arm_left_gripper,right_arm_left_gripper 30000 4 36 - -
fold-short-from-flattend-tactile fastwam   central,tactile_quad             30000   8      36     -       -

# The tactile CROP arm. The supervisor's reading of the Grad-CAM figures: the
# policy attends to the EDGES of the fingertip images, including before contact,
# which is what light leaking in at the gel boundary looks like. These crop the
# tactile cameras to the gel centre and change nothing else -- same cameras,
# same steps, same batch as the `all` row each is paired with, because varying
# the budget as well would confound capacity with input. The baseline for each
# is the plain row above it; the ports being byte-equivalent to their LeRobot
# twins is what lets a so101_* run be compared against an act/diffusion/pi05 one.
# pi0.5 gets the three-camera set for the same reason it always does: three
# pretrained image slots, so only two of the four fingertips fit.
fold-short-from-flattend-tactile so101_act_crop       all                              80000   8      36     -       -
fold-short-from-flattend-tactile so101_diffusion_crop all                              100000  8      36     -       -
# EVERY crop row's batch is pinned to its BASELINE's, not to what the machine
# could carry. `-` would resolve to the destination's ceiling, which is how a
# comparison quietly breaks: run on CREATE, so101_diffusion_crop resolves to 32
# while the finished diffusion checkpoint it is measured against was trained on
# thanos at 8, and lerobot-train has no gradient accumulation, so those are not
# the same run at a different speed -- they are different runs. Read back from
# each baseline's own train_config.json:
#   act        80 000 @ 8   (thanos, final loss 0.074)
#   diffusion 100 000 @ 8   (thanos, 8 workers)
#   pi05       30 000 @ 1   (thanos, 20 710 MiB, 2h55, final loss 0.113)
# All three sit under both machines' measured ceilings, so these rows run
# anywhere. Underusing a 40 GB A100 at batch 1 is the cost of an answerable
# comparison, and it is the right trade.
fold-short-from-flattend-tactile so101_pi05_crop      central,left_arm_left_gripper,right_arm_left_gripper 30000 1 36 - -
